country_of_origin,farm_name,lot_number,mill,ico_number,company,altitude,region,producer,number_of_bags,bag_weight,in-country_partner,harvest_year,grading_date,owner,variety,status,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,overall,defects,total_cup_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact,bean_type,mouthfeel,uniform_cup,bitter_and_sweet,salt_and_acid,fragrance_and_aroma
Thailand,Ma-Family Coffee Farm,N1-ICP,Ma-Family Coffee Farm,,Ma-Family Coffee Farm,1250-1400,"PangKhon, Chiangrai, Thailand",Asadawoot Yapaenggoo,1,10.0,Specialty Coffee Institute of Thailand,2023 / 2024,2024-10-29,Asadawoot Yapaenggoo,Catimor,Completed,Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,10.0,10,10.0,7.75,0,83.83,0.107,0.0,0,Greenish,0.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Taiwan,大鋤花間咖啡生態農場 Dachu Coffee Estate,"2024 Sustainable Specialty Coffee Farm Awards,S058",大鋤花間咖啡生態農場 Dachu Coffee Estate,,Taiwan Coffee Laboratory,720,"台南市東山區 Dongshan Dist., Tainan City","郭雅聰 KUO,YA-TSUNG",1,8.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2024-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.67,7.67,7.58,7.75,7.75,7.67,10.0,10,10.0,7.75,0,83.83,0.111,0.0,0,Green,0.0,2025-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Taiwan,大手咖啡,C04,大手咖啡,,Taiwan Coffee Laboratory,1250,嘉義/阿里山鄉,楊帛燊,1,2.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,2025-09-26,Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Completed,Washed / Wet,7.92,7.75,7.58,7.67,7.42,7.75,10.0,10,10.0,7.75,0,83.83,0.09300000000000001,0.0,0,Bluish-Green,0.0,2026-09-26,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Kenya,VARIOUS,CN 4124251021/K33713,VARIOUS,,C.Dorman SEZ Limited,1000-5000,CENTRAL KENYA,DORMAN,300,60.0,Kenya Coffee Traders Association,2024 / 2025,2025-07-28,URBANUS WACHANIA,SL28,Completed,Washed / Wet,7.83,7.58,7.67,8.0,7.58,7.5,10.0,10,10.0,7.67,0,83.83,0.11,0.0,0,Green,1.0,2026-07-28,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621,arabica,,,,,
Japan,cactus coffee farm & lab,2,cactus coffee farm & lab,,cactus coffee farm & lab,89,"Okinawa, Japan",Yayoi Nakasone,20,1.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2025,2025-09-26,Yayoi Nakasone,Mundo Novo,Completed,Natural / Dry,7.58,7.67,7.75,7.58,7.75,7.75,10.0,10,10.0,7.75,0,83.83,0.106,0.0,0,Green,0.0,2026-09-26,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Taiwan,森悅高峰咖啡莊園 Sen Yue High Pk,"2024 Sustainable Specialty Coffee Farm Awards,S091",森悅高峰咖啡莊園 Sen Yue High Pk,,Taiwan Coffee Laboratory,1400,"南投縣仁愛鄉 Ren'ai Township, Nantou County","吳振宏 Wu, Chen Hung",1,8.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2024-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Completed,Natural / Dry,7.67,7.83,7.75,7.67,7.5,7.67,10.0,10,10.0,7.75,0,83.83,0.10800000000000001,0.0,0,Greenish,0.0,2025-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Taiwan,締武咖啡農場,"2024 Sustainable Specialty Coffee Farm Awards,S098",締武咖啡農場,,Taiwan Coffee Laboratory,900,"屏東縣泰武鄉 Taiwu Township, Pingtung County","許鎧琳 HSU,KAI-LIN",1,8.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2024-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Washed / Wet,7.58,7.75,7.67,7.67,7.58,7.75,10.0,10,10.0,7.83,0,83.83,0.095,0.0,1,Green,0.0,2025-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Brazil,Ofi - Olam Food Ingredients,S040263-3,Dry Mill,,Olam Specialty Coffee,1100,Cerrado,Ofi - Olam Food Ingredients,1600,96000.0,Brazil Specialty Coffee Association,2025,2025-09-22,ADRYELLI CRISTINA SILVA,Catuai,Completed,Natural / Dry,7.67,7.67,7.58,7.75,7.75,7.67,10.0,10,10.0,7.75,0,83.83,0.11599999999999999,0.0,1,Green,5.0,2026-09-22,Brazil Specialty Coffee Association,"R Guilherme F Zanatelli - 121, Santa Luiza 121 BSCA - Comercio",Lyvia Camargo - 55 35 3212-4705,arabica,,,,,
Thailand,Slow Na Coffee Farm,01,Horizon Harvest,,"Horizon Harvest (Trirat Service Part.,ltd.)",1000-1400,"Phuka, Bokluea, Nan, Thailand",Horizon Harvest,1,30.0,Specialty Coffee Institute of Thailand,2023 / 2024,2024-10-29,Chawasit Tengtrairatana,Bourbon,Completed,Pulped natural / honey,7.58,7.75,7.58,7.83,7.75,7.58,10.0,10,10.0,7.67,0,83.75,0.099,0.0,0,yellow-green,1.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Vietnam,Tinh Farm,Nat01,drying,,Vietnam,560,daklak,Tinh Farm,6,60.0,STONE VILLAGE LAB VIETNAM,2025,2025-08-07,Tinh Farm,,Completed,Natural / Dry,,8.58,8.42,,,8.5,,10,,8.58,0,88.0,0.11900000000000001,0.0,0,Pale Yellow,0.0,2026-08-07,STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189,robusta,8.33,10.0,8.5,8.42,8.67
Vietnam,HAYA BEAN,HAYA 1,dry mill,,HAYA BEAN,700-900,Huyện Đak Đoa,HAYA BEAN,21,60.0,STONE VILLAGE LAB VIETNAM,2024 / 2025,2025-05-19,namyangcoopvn,SẺ,Completed,Natural / Dry,,8.5,8.42,,,8.42,,10,,8.42,0,87.5,0.106,0.0,1,Blue-Green,1.0,2026-05-19,STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189,robusta,8.33,10.0,8.42,8.42,8.58
Thailand,Leepee coffee,500,แปรรูป,,เกษตรกร,900,ภาคเหนือ,dry,20,8.0,Specialty Coffee Institute of Thailand,2025,2025-08-26,อาโช พิสัยเลิศ,,Completed,Natural / Dry,,8.25,8.33,,,8.25,,10,,8.33,0,86.5,0.13699999999999998,0.0,0,Pale Yellow,1.0,2026-08-26,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",robusta,8.17,10.0,8.17,8.5,8.5
Thailand,Khunmuab coffee,R0012,Khunmuab coffee,,Khunmuab coffee,300,Nan,Nikom Wongtan,1,7.0,SOCOF Lab,2024 / 2025,2025-10-02,Rittichai Sufu,K7,Completed,Natural / Dry,,8.33,8.08,,,8.25,,10,,8.42,0,86.33,0.10300000000000001,0.0,0,Yellow-Green,0.0,2026-10-02,SOCOF Lab,"(Ministry of Roasters)199 Chang Moi , Mueng Chiang Mai, 53000 Thailand",Anuwat Kobnampetch - whatsapp +66 925524446,robusta,8.33,10.0,8.25,8.33,8.33
Vietnam,K'HO FINE ROBUSTA,RC1,"K""HO FINE ROBUSTA",,Babros Coffee Works,1200,"Don Duong, Lam Dong",K'HO FINE ROBUSTA,15,30.0,STONE VILLAGE LAB VIETNAM,2025,2025-05-05,BABROS COFFEE WORKS,CaDay,Completed,Yeast fermentation natural,,8.42,8.17,,,8.25,,10,,8.33,0,86.25,0.12,0.0,1,Brownish,0.0,2026-05-05,STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189,robusta,8.25,10.0,8.33,8.25,8.25
Vietnam,True Cafe,2025,Vina Special True Cafe,,Vina Special True Cafe,850,Gia Lai,Vina Special True Cafe,1,60.0,HQJ Coffee School,2024 / 2025,2025-04-07,TRUE CAFE,Robusta,Completed,Natural / Dry,,8.25,8.25,,,8.25,,10,,8.83,0,86.25,0.11699999999999999,0.0,0,Green,1.0,2026-04-07,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.08,10.0,8.17,8.25,8.17
Thailand,Khao Pra Jao,KPJFG01,Dry Mill,,Coffee,150,Thasae,santisuk phutprom,2,100.0,Specialty Coffee Institute of Thailand,2024 / 2025,2025-08-26,Santisuk Phutprom,,Completed,Natural / Dry,,8.5,8.42,,,8.25,,10,,8.33,0,86.25,0.111,0.0,0,Yellow-Green,1.0,2026-08-26,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",robusta,8.0,10.0,8.25,8.17,8.33
Vietnam,Công ty TNHH CARABU COFFEE,R219,Công ty TNHH CARABU COFFEE,,"carabu coffee, co, ltd",500,Buôn Ma Thuột,Hoàng Mạnh Tường,4000,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,carabu,Ro Sẻ,Completed,Natural / Dry,,8.33,8.25,,,8.17,,10,,8.25,0,86.17,0.11,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.17,10.0,8.25,8.42,8.33
Vietnam,Công ty TNHH MEGARDEN COFFEE,R185,Công ty TNHH MEGARDEN COFFEE,,MeGarden Coffee,590,"Thôn 4, Xã Đắk Miu, TP Gia Nghĩa, Đắk Nông",Vũ Thành An,6000,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,MeGarden Coffee,Mix,Completed,Natural / Dry,,8.42,8.25,,,8.25,,10,,8.25,0,86.08,0.11,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.0,10.0,8.25,8.25,8.42
Vietnam,An Coffee Farm,R963,An Coffee Farm,,Ca phe chat luong cao Lam Ha co.ltd,980-1100,"Hoài Đức, Lâm Hà, Lâm Đồng",Nguyễn Thị Phương Anh,105,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,An Coffee Farm Viet Nam,Búp tím,Completed,Natural / Dry,,8.42,8.25,,,8.17,,10,,8.33,0,86.0,0.11,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.08,10.0,8.25,8.25,8.25
Cambodia,MALLIKA,MALLIKA Lot #1994,Paul Coffee & Roastery Lab,,Paul Coffee & Roastery Lab,150,MEMOT,Oung Vuch Chhe,30,30.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,2025-09-03,"HSU,PO-HAN 許博涵",,Completed,Natural / Dry,,8.17,8.17,,,8.25,,10,,8.17,0,86.0,0.111,0.0,0,Pale Yellow,3.0,2026-09-03,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",robusta,8.17,10.0,8.5,8.25,8.33
Thailand,slkcoffee,N1225,slkcoffee,,slkcoffee,80,Chomphon,Thanasit Soonsupha,1,8.0,SOCOF Lab,2020 / 2021,2025-10-02,slkcoffee,K7,Completed,Natural / Dry,,8.33,8.08,,,8.25,,10,,8.33,0,85.92,0.10400000000000001,0.0,0,Brownish,0.0,2026-10-02,SOCOF Lab,"(Ministry of Roasters)199 Chang Moi , Mueng Chiang Mai, 53000 Thailand",Anuwat Kobnampetch - whatsapp +66 925524446,robusta,8.17,10.0,8.33,8.17,8.25
Vietnam,Công ty TNHH Minudo Farm - Care,R642,Công ty TNHH Minudo Farm - Care,,,800,Đắk Lắk,Lê Đình Tư,3000,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,Aeroco coffee,TR9,Completed,Natural / Dry,,8.33,8.17,,,8.17,,10,,8.25,0,85.83,0.11,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.08,10.0,8.17,8.25,8.42
Thailand,Fine Buster,1,Dry,,Fine Buster,1300,นครเทิง,Mujarin Opaso,2,10.0,Specialty Coffee Institute of Thailand,2022 / 2023,2024-11-07,Mujarin Opaso,,Completed,Natural / Dry,,8.08,8.0,,,8.17,,10,,8.92,0,85.83,0.094,0.0,0,yellowish,0.0,2025-11-07,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",robusta,8.08,10.0,8.25,8.17,8.17
Vietnam,Công ty TNHH CARABU COFFEE,R826,Công ty TNHH CARABU COFFEE,,"carabu coffee, co, ltd",500,Buôn Ma Thuột,Hoàng Mạnh Tường,18000,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,carabu,Ro Sẻ,Completed,Natural / Dry,,8.33,8.17,,,8.08,,10,,8.25,0,85.75,0.11,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.0,10.0,8.17,8.25,8.5
Vietnam,K'ho Fine Robusta,R775,K'ho Fine Robusta,,Dancafe,1000-1200,"Ka Đơn, Đơn Dương, Lâm Đồng",Trần Vũ Mỹ Trinh,30000,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,Danh Nguyen,Cà dây,Completed,Natural / Dry,,8.25,8.17,,,8.17,,10,,8.17,0,85.75,0.11,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.17,10.0,8.33,8.17,8.33
Thailand,Pumma Farm,2567-2568/03,Pumma Farm,,"PUMMA FARM CO., LTD.",79,Chumphon,Supaporn Pummin,3,8.0,SOCOF Lab,2024 / 2025,2025-10-02,Supaporn Pumnin,,Completed,Natural / Dry,,8.33,8.0,,,8.25,,10,,8.33,0,85.67,0.11699999999999999,0.0,0,Brownish,0.0,2026-10-02,SOCOF Lab,"(Ministry of Roasters)199 Chang Moi , Mueng Chiang Mai, 53000 Thailand",Anuwat Kobnampetch - whatsapp +66 925524446,robusta,8.17,10.0,8.08,8.17,8.33
Vietnam,Soul Fine Robusta,R914,Soul Fine Robusta,,"Songlinh Co., Ltd",600-650,Đắk Lắk,Hứa Tiểu Linh,10000,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,SOUL FINE ROBUSTA Vietnam,TR,Completed,Natural / Dry,,8.33,8.17,,,8.0,,10,,8.33,0,85.67,0.11,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.17,10.0,8.25,8.17,8.25
Thailand,Sang Tong Farm,ICP2025/R003,Jangki Coffee Company,,Jangki Coffee,500,ตาก,Athit Sangtow,1,8.0,Specialty Coffee Institute of Thailand,2024 / 2025,2025-08-26,Athit Sangtow,Robusta,Completed,Natural / Dry,,8.25,7.92,,,8.08,,10,,8.08,0,85.58,0.122,0.0,0,Pale Yellow,2.0,2026-08-26,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",robusta,8.08,10.0,8.5,8.42,8.25
Cambodia,PIDA COFFEE FARM,RO1,PIDA COFFEE FARM,,Babros Coffee Works,700,Mondulkiri,PIDA COFFEE FARM,30,30.0,STONE VILLAGE LAB VIETNAM,2024 / 2025,2025-03-24,BABROS COFFEE WORKS,,Completed,Anaerobic natural,,8.08,8.17,,,8.25,,10,,8.17,0,85.58,0.12,0.0,1,Blue-Green,0.0,2026-03-24,STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189,robusta,8.17,10.0,8.33,8.25,8.17
Vietnam,Bui Origin,R998,Bui Origin,,Bui Coffee Supply,1080,"Thôn Hang Hớt, Thị Trấn Mê Linh, Huyện Lâm Hà, Lâm Đồng",Bùi Cảnh,10000,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,Bui Canh,TR,Completed,Natural / Dry,,8.33,8.17,,,8.08,,10,,8.17,0,85.58,0.107,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.08,10.0,8.17,8.33,8.25
Cameroon,Ze Filbert,AYOS 2024,Martin Nantcha,,AYOS Coffee GmbH,700,AYOS Cameroon,AYOS Coffee,10,60.0,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2024 / 2025,2024-12-30,Mvongo Jean-Paul,Timor,Completed,Natural / Dry,,8.17,8.0,,,8.25,,10,,8.25,0,85.5,0.109,0.0,0,Yellow-green,0.0,2025-12-30,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Catherine Queiroz - +41 41 728 72 81,robusta,8.17,10.0,8.33,8.25,8.08
Vietnam,LIKEFARM,R112,LIKEFARM,,Hợp tác xã Liên Kết,950,"Lâm Hà, Lâm Đồng",Mai Nguyễn Quốc Thắng,1500,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,Mai Nguyen Quoc Thang,TR4,Completed,Natural / Dry,,8.17,8.17,,,8.08,,10,,8.17,0,85.5,0.11,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.08,10.0,8.17,8.33,8.33
Vietnam,TAMBA FARM,TAMBA 01,dry mill,,Tamba company,700-900,Gia Lai,TAMBA FARM,1,2.0,STONE VILLAGE LAB VIETNAM,2024 / 2025,2025-09-22,LUU VINH QUANG,robusta,Completed,Pulped natural / honey,,8.17,8.08,,,8.17,,10,,8.25,0,85.25,0.121,0.0,0,Blue-Green,0.0,2026-09-22,STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189,robusta,8.08,10.0,8.17,8.08,8.25
Vietnam,EaTan Cooperative,N1,Dry,,SIMEXCO DAKLAK LTD,850,Đắk Lắk,Hợp tác xã Ea Tân,35,60.0,STONE VILLAGE LAB VIETNAM,2024 / 2025,2025-09-29,Simexco DakLak,TR9,Completed,Natural / Dry,,8.17,8.0,,,8.08,,10,,8.17,0,85.25,0.11800000000000001,0.0,0,Bluish-Green,0.0,2026-09-29,STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189,robusta,8.0,10.0,8.17,8.17,8.5
Vietnam,Mori Coffee Farm,R334,Mori Coffee Farm,,Dancafe,700,"Gia Lai, Chư Prong",Trần Thị Bích Ngọc,40000,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,Danh Nguyen,TR4,Completed,Natural / Dry,,8.25,8.08,,,8.0,,10,,8.17,0,85.17,0.11199999999999999,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.0,10.0,8.17,8.25,8.25
Thailand,Fly Robusta,1,dry mill,,Fly robusta,120,Chumphon south of Thailand,Katekanok,2,10.0,Specialty Coffee Institute of Thailand,2023 / 2024,2024-10-29,katekanok,,Completed,Natural / Dry,,8.25,8.17,,,8.0,,10,,8.25,0,85.17,0.125,0.0,0,yellow - green,5.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",robusta,7.92,10.0,8.0,8.25,8.33
Vietnam,Đạm Coffee Farm,R135,Đạm Coffee Farm,,Đạm Coffee Farm,600,Đắk Lắk,Nguyễn Thị Trân Châu Ngọc,10000,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,Nguyen Thi Tran Chau Ngoc,TR,Completed,Natural / Dry,,8.17,8.0,,,8.08,,10,,8.08,0,85.08,0.111,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.0,10.0,8.17,8.17,8.42
Vietnam,Tamba company,TAMBA NATURAL VRF,dry mill,,Tamba company,700-900,Gia Lai,Tamba company,50,60.0,STONE VILLAGE LAB VIETNAM,2024 / 2025,2025-05-22,LUU VINH QUANG,,Completed,Natural / Dry,,8.0,8.08,,,8.17,,10,,8.08,0,85.08,0.115,0.0,0,Green,0.0,2026-05-22,STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189,robusta,8.17,10.0,8.17,8.17,8.25
Vietnam,Công ty TNHH Cà Phê Tôi Yêu - The Cil Coffee,R638,Công ty TNHH Cà Phê Tôi Yêu - The Cil Coffee,,The CiL Coffee,700,"Đức Trọng, Lâm Đồng",Phạm Hồ Nam,10000,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,Nam H. Pham,Thiện trường & xanh lùn,Completed,Natural / Dry,,8.17,7.92,,,8.08,,10,,8.08,0,85.0,0.11,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.08,10.0,8.08,8.17,8.42
Vietnam,8Ro Company,R468,8Ro Company,,8RoCompany,800,"Quảng Tín, Đăk Rlấp, Đắk Nông",Đinh Tiên Bảo San,25000,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,Đinh Tiên Bảo San,Mix,Completed,Natural / Dry,,8.17,8.0,,,8.0,,10,,8.08,0,85.0,0.11,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.0,10.0,8.08,8.25,8.42
Vietnam,The Espresso Farm,02,Dry mil,,The Espresso,900,Lâm Hà,the espresso farm,30,60.0,STONE VILLAGE LAB VIETNAM,2024 / 2025,2025-05-15,Tran Le Duc,,Completed,Natural / Dry,,8.0,8.08,,,8.25,,10,,8.08,0,85.0,0.12,0.0,0,Green,0.0,2026-05-15,STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189,robusta,8.17,10.0,8.25,8.08,8.08
Vietnam,Công ty TNHH Dịch vụ và Thương mại Tài Đức,R009,Công ty TNHH Dịch vụ và Thương mại Tài Đức,,Dancafe,710,"Đồi Sót, Đức Minh, Đức Minh, Đắk Nông",Lương Thị Hương,8000,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,Danh Nguyen,Xanh lùn,Completed,Natural / Dry,,8.17,7.92,,,8.08,,10,,8.17,0,85.0,0.109,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.0,10.0,8.17,8.17,8.33
Vietnam,Mori Coffee Farm,R667,Mori Coffee Farm,,Dancafe,700,"Gia Lai, Chư Prong",Trần Thị Bích Ngọc,40000,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,Danh Nguyen,TR4,Completed,Washed / Wet,,8.25,8.0,,,8.0,,10,,8.17,0,85.0,0.107,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.08,10.0,8.08,8.25,8.17
Vietnam,LIKEFARM,R753,LIKEFARM,,Hợp tác xã Liên Kết,950,"Lâm Hà, Lâm Đồng",Mai Nguyễn Quốc Thắng,4000,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,Mai Nguyen Quoc Thang,TR4,Completed,Washed / Wet,,8.17,8.08,,,8.08,,10,,8.08,0,84.92,0.11,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.08,10.0,8.08,8.08,8.25
Vietnam,"Song Linh Co., Ltd",5,Song Linh,,"Songlinh Co., Ltd",650,"Buon Ma Thuot, Dak Lak",Soul Fine Robusta,10,60.0,HQJ Coffee School,2024 / 2025,2025-04-07,SOUL FINE ROBUSTA Vietnam,,Completed,Natural / Dry,,8.33,8.0,,,8.08,,10,,8.08,0,84.83,0.131,0.0,0,Green,0.0,2026-04-07,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.0,10.0,8.0,8.0,8.33
Thailand,phutawan farm,1,dry mill,-,Phutawan Robusta krabi,167,south,jaree,1,8.0,Specialty Coffee Institute of Thailand,2024 / 2025,2025-08-26,Jaree Manob,Mocha,Completed,Pulped natural / honey,,8.0,7.92,,,8.17,,10,,8.17,0,84.75,0.106,0.0,0,Greenish,0.0,2026-08-26,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",robusta,8.17,10.0,8.08,8.08,8.17
